Pharmaceutical,Prescribed_Daily_Dosage,Num_Prescriptions,SMILES,INCHIKEY,INCHI_STRING,Molar_Mass,MOLECULAR_FORMULA,Boiling.Point,Density,Flash.Point,Henry.s.Law,Index.of.Refraction,liquid.chromatography.Retention.Time,LogD5.5,LogD7.4,LogKoa.Octanol.Air,LogKow.Octanol.Water,Melting.Point,Molar.Refractivity,Molar.Volume,pKa.Acidic.Apparent,pKa.Basic.Apparent,Polarizability,ReadyBiodeg,Surface.Tension,Thermal.Conductivity,Vapor.Pressure,Viscosity,Water.Solubility,Invertebrate_Median_LC50,Plants_Algae_Median_LC50,Vertebrate_Median_LC50,Min_Vertebrate_LC50,Invertebrate_median_NOEC,Plants_algae_median_NOEC,Vertebrate_median_NOEC,Min_Vertebrate_NOEC,Amides,Ethers,Tertiary amines,Alkyl halides,Secondary amines,Aliphatic alcohols,Aromatic alcohols,Carboxylic acids,Sulfonamides,Primary amines,Ureas,Esters,Nitriles,Ketones,Sulfides,Carbamates,Sulfones,Guanidines,Amidines,Thiols,Imines,Imides
METHYLPREDNISOLONE,3026348.48360808,282,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,VHRSUDSXCMQTMA-PJHHCJLFSA-N,"InChI=1S/C22H30O5/c1-12-8-14-15-5-7-22(27,18(26)11-23)21(15,3)10-17(25)19(14)20(2)6-4-13(24)9-16(12)20/h4,6,9,12,14-15,17,19,23,25,27H,5,7-8,10-11H2,1-3H3/t12-,14-,15-,17-,19+,20-,21-,22-/m0/s1
",374.477,C22H30O5,473.6355,1.285,303.331,9.120108393559119e-12,1.603,14.04,1.72,1.71,9.31,1.8935,230.5,100.088,291.476,8.92,,39.678,0.0,58.149,,2.1677e-10,,0.000324,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FLURBIPROFEN,2900000.0,14,CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,SYTBZMRGLBWNTM-UHFFFAOYSA-N,"InChI=1/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)
",244.265,C15H13FO2,363.964,1.1975,197.556,9.54992586021437e-10,1.568,12.31,2.49,0.6,9.81,4.1375,111.0,66.588,203.626,4.03,,26.398,0.0,44.052,130.068,2.5e-06,,7.163115e-05,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METOCLOPRAMIDE,2887187.74183563,99,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N,"InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)
",299.8,C14H22ClN3O2,408.13,1.1675,219.5345,1.99526231496888e-10,1.554,11.11,-3.09,-1.19,9.26,2.5165,147.25,82.571,257.8,,11.21,32.734,1.0,43.849,,7.56833e-08,,0.000660693,,,,,,,5500.0,5500.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
RIZATRIPTAN,2797661.63241553,290,CN(C)CCC1=CNC2=CC=C(CN3C=NC=N3)C=C12,ULFRLSNUDGIQQP-UHFFFAOYSA-N,"InChI=1S/C15H19N5/c1-19(2)6-5-13-8-17-15-4-3-12(7-14(13)15)9-20-11-16-10-18-20/h3-4,7-8,10-11,17H,5-6,9H2,1-2H3
",269.352,C15H19N5,417.3625,1.236,267.765,4.07380277804112e-10,1.646,9.85,0.93,1.59,11.32,1.525,177.24,80.731,222.549,,6.08,32.004,0.0,46.647,,4.56037e-09,,0.0032552525,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TADALAFIL,2719479.35866006,159,CN1CC(=O)N2[C@H](CC3=C(NC4=C3C=CC=C4)[C@H]2C2=CC=C3OCOC3=C2)C1=O,WOXKDUGGOYFFRN-IIBYNOLFSA-N,"InChI=1S/C22H19N3O4/c1-24-10-19(26)25-16(22(24)27)9-14-13-4-2-3-5-15(13)23-20(14)21(25)12-6-7-17-18(8-12)29-11-28-17/h2-8,16,21,23H,9-11H2,1H3/t16-,21-/m1/s1
",389.411,C22H19N3O4,630.22,1.455,364.038,1.3489628825916598e-11,1.758,9.35,-0.4,1.37,10.25,1.659,273.43,105.278,256.239,,7.84,41.735,0.0,81.557,,1.79473e-15,,0.000360057,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEXTROMETHORPHAN,2350000.0,6,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2,MKXZASYAUGDDCJ-NJAFHUGGSA-N,"InChI=1S/C18H25NO/c1-19-10-9-18-8-4-3-5-15(18)17(19)11-13-6-7-14(20-2)12-16(13)18/h6-7,12,15,17H,3-5,8-11H2,1-2H3/t15-,17+,18+/m1/s1
",271.404,C18H25NO,352.9135,1.1155,151.988,8.12830516164099e-06,1.585,17.31,0.01,1.91,8.72,3.975,128.46,81.764,243.807,,9.47,32.414,0.0,44.948,133.334,1.42889e-06,,0.0004825255,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VORTIOXETINE,2291774.19354839,141,CC1=CC(C)=C(SC2=CC=CC=C2N2CCNCC2)C=C1,YQNWZWMKLDQSAC-UHFFFAOYSA-N,"InChI=1S/C18H22N2S/c1-14-7-8-17(15(2)13-14)21-18-6-4-3-5-16(18)20-11-9-19-10-12-20/h3-8,13,19H,9-12H2,1-2H3
",298.45,C18H22N2S,399.9165,1.164,210.732,8.7096358995608e-10,1.643,15.42,2.54,4.11,10.6,4.38,153.0,92.731,256.485,,7.33,36.761,0.0,52.374,,1.06941247758466e-07,,0.0006514420157515,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPRAZOLAM,2243689.62842107,1649,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,VREFGVBLTWBCJP-UHFFFAOYSA-N,"InChI=1S/C17H13ClN4/c1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2-9H,10H2,1H3
",308.77,C17H13ClN4,422.4015,1.3545,262.449,6.0255958607435706e-09,1.711,20.42,2.04,2.12,11.74,2.499,213.0,88.229,225.579,,4.83,34.977,0.0,52.178,,2.47172e-09,,7.1e-05,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HYDROMORPHONE,2227911.92411924,164,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])CCC2=O,WVLOADHCBXTIJK-YNHQPCIGSA-N,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,16,19H,3,5-8H2,1H3/t10-,11+,16-,17-/m0/s1
",285.343,C17H19NO3,415.6865,1.3935,233.952,5.0118723362727106e-09,1.679,9.78,-0.32,1.28,11.44,1.4305,266.0,76.715,203.256,,7.38,30.412,0.0,66.339,,2.04173794466953e-09,,0.00633342,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DAPAGLIFLOZIN,2224713.1147541,216,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,JVHXJTBJCFBINQ-ADAARDCZSA-N,"InChI=1S/C21H25ClO6/c1-2-27-15-6-3-12(4-7-15)9-14-10-13(5-8-16(14)22)21-20(26)19(25)18(24)17(11-23)28-21/h3-8,10,17-21,23-26H,2,9,11H2,1H3/t17-,18-,19+,20-,21+/m1/s1
",408.88,C21H25ClO6,496.5225,1.349,322.139,1.12201845430197e-10,1.614,12.98,1.89,1.78,9.43,2.481,210.0,105.629,303.074,7.94,,41.875,0.0,54.322,,2.18258461120083e-10,,1.74562546906687e-05,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLONAZEPAM,2145219.05408137,1233,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DGBIGWXXNGSACT-UHFFFAOYSA-N,"InChI=1S/C15H10ClN3O3/c16-12-4-2-1-3-10(12)15-11-7-9(19(21)22)5-6-13(11)18-14(20)8-17-15/h1-7H,8H2,(H,18,20)
",315.71,C15H10ClN3O3,480.5115,1.4865,270.2665,1.3182567385564002e-10,1.701,13.74,2.41,2.39,10.69,2.41,237.0,81.248,209.927,8.75,,32.209,0.0,61.807,,4.27e-11,,0.0002140325,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BISMUTH SUBSALICYLATE,2096000.0,1,O[Bi]1OC(=O)C2=CC=CC=C2O1,ZREIPSZUJIFJNP-UHFFFAOYSA-K,"InChI=1S/C7H6O3.Bi.H2O/c8-6-4-2-1-3-5(6)7(9)10;;/h1-4,8H,(H,9,10);;1H2/q;+3;/p-3
",362.093,C7H5BiO4,352.36,,,,,,,,,0.11,110.39,,,,,,,,,,,0.0117152,,,400.0,400.0,,,700.0,700.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METHIMAZOLE,2031610.13538236,187,CN1C=CNC1=S,PMRYVIKBURPHAH-UHFFFAOYSA-N,"InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)
",114.17,C4H6N2S,280.0,1.2435,55.398,9.772372209558111e-09,1.667,0.0,-0.34,-0.34,3.57,-0.34,145.5,33.072,88.897,,3.33,13.111,0.0,61.924,,0.0120226443461741,,0.300608,,,1588033.0,993236.0,,,55993.6625,3.42495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TRIMETHOPRIM,1885507.24637681,7,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)
",290.323,C14H18N4O3,442.5295,1.323,274.098,1.65958690743756e-08,1.609,8.87,-0.92,0.65,9.34,0.91,200.7,80.258,231.85,,7.32,31.817,0.0,53.929,,1.9952623149688803e-09,,0.00138,223625.0,,100000.0,100000.0,3073.306305,16000.0,31328.5,157.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADOLOL,1816196.07843137,66,CC(C)(C)NCC(O)COC1=CC=CC2=C1CC(O)C(O)C2,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,"InChI=1/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3
",309.406,C17H27NO4,376.065,1.1525,270.223,1.0471285480509e-08,1.574,12.3,-3.49,-1.59,9.4,1.0245,127.5,85.75,260.026,9.8,9.8,33.994,0.0,45.83,173.289,3.71535229097173e-10,60.6736,0.0269215,359125.0,,,,,,2000.0,2000.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEBIVOLOL,1737168.05362922,188,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=CC(F)=CC=C2O1,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,"InChI=1/C22H25F2NO4/c23-15-3-7-19-13(9-15)1-5-21(28-19)17(26)11-25-12-18(27)22-6-2-14-10-16(24)4-8-20(14)29-22/h3-4,7-10,17-18,21-22,25-27H,1-2,5-6,11-12H2
",405.442,C22H25F2NO4,490.9865,1.3255,302.2075,1.65958690743756e-10,1.581,17.11,1.23,3.08,9.33,3.71,214.46,103.132,309.529,,8.31,40.885,0.0,50.496,160.806,4.57088189614875e-10,,2.639935e-05,,,,,,,,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMIPRIL,1686469.29824561,215,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O,HDACQVRGBOVJII-JBDAPHQKSA-N,"InChI=1S/C23H32N2O5/c1-3-30-23(29)18(13-12-16-8-5-4-6-9-16)24-15(2)21(26)25-19-11-7-10-17(19)14-20(25)22(27)28/h4-6,8-9,15,17-20,24H,3,7,10-14H2,1-2H3,(H,27,28)/t15-,17-,18-,19-,20-/m0/s1
",416.518,C23H32N2O5,529.1195,1.2125,317.087,1.3182567385564001e-11,1.556,16.63,2.0,1.59,9.53,3.3645,109.0,111.418,346.813,7.19,,44.17,0.0,50.191,157.956,2.28034e-10,,0.0011771729723347,,,,,,,416.517,416.517,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
METHOTREXATE,1639823.2037019,481,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,FBOZXECLQNJBKD-ZDUSSCGKSA-N,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1
",454.447,C20H22N8O5,628.253,1.591,447.918,1.4454397707459298e-11,1.738,0.0,-2.4,-4.16,9.52,-1.28,195.0,118.976,295.699,1.74,8.44,47.166,0.0,96.498,,3.6221837811699505e-09,,0.0004395990358981,,,,,908891.0,,,,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LORAZEPAM,1546765.14207058,901,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,DIWRORZWFLOCLC-UHFFFAOYSA-N,"InChI=1/C15H10Cl2N2O2/c16-8-5-6-12-10(7-8)13(19-15(21)14(20)18-12)9-3-1-2-4-11(9)17/h1-7,15,21H,(H,18,20)
",321.16,C15H10Cl2N2O2,480.4695,1.517,271.964,6.30957344480194e-10,1.694,16.09,2.39,2.39,9.33,2.4,167.0,81.04,211.166,9.42,,32.127,0.0,56.003,,1.61436e-10,,0.0002511888215754,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PROCHLORPERAZINE,1480939.14895677,56,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N,"InChI=1S/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3
",373.94,C20H24ClN3S,431.993,1.223,271.5235,6.45654229034655e-08,1.621,17.57,4.87,4.88,11.71,4.828,228.0,108.067,307.236,,3.7,42.841,0.0,46.893,,1.14750882638389e-08,,3.98107170553497e-05,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYBURIDE,1417469.88164635,207,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)
",494.0,C23H28ClN3O5S,490.935,1.3795,369.758,1.90546071796324e-10,1.616,25.36,1.63,0.24,9.47,3.77,172.5,126.9,362.912,5.86,,50.307,0.0,61.283,,4.70291275398496e-10,,8.1283075808205e-06,,,,,,,,,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
LEFLUNOMIDE,1414782.60869565,80,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)
",270.211,C12H9F3N2O2,325.556,1.3695,149.2345,2.34422881531992e-10,1.541,11.79,3.14,3.13,9.36,2.316,165.5,61.024,194.108,9.22,,24.192,0.0,40.566,,1.14815362149688e-06,,0.0001202264434617,,,,,,,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RISPERIDONE,1330787.24979067,461,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,RAPZEAPATHNIPO-UHFFFAOYSA-N,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3
",410.493,C23H27FN4O2,548.0,1.367,286.793,2.81838293126446e-08,1.677,18.72,1.87,3.56,11.69,3.4325,170.0,111.747,296.84,,7.61,44.3,0.0,51.106,,8.66962e-11,,1.95761e-05,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEVOCETIRIZINE,1237272.72727273,251,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,ZKLPARSLTMPFCP-OAQYLSRUSA-N,"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)/t21-/m1/s1
",388.89,C21H25ClN2O3,488.6665,1.2395,275.4635,1.0471285480509e-10,1.589,11.27,0.14,-1.75,10.38,1.9325,148.988,105.944,314.245,3.95,,42.0,0.0,49.4345,144.726,1.37721e-09,106.17,0.0003530705,,,,,,,,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUPRENORPHINE,1206973.33333333,220,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@H](C4)[C@]11CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C,RMRJXGBAOAMLHD-IHFGGWKQSA-N,"InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3/t20-,21-,24-,26+,27-,28+,29-/m1/s1
",467.65,C29H41NO4,528.71,1.265,272.262,,,,,,9.62,4.94,226.01,,,,,,,,,4.89202015477906e-10,,7.32244e-06,,,,,,,,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERAZOSIN,1202955.14511873,221,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,VCKUSRYTPJJLNI-UHFFFAOYSA-N,"InChI=1/C19H25N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22)
",387.44,C19H25N5O4,523.8165,1.343,330.6995,2.1379620895022298e-11,1.636,11.05,1.47,2.26,10.25,1.0085,273.0,104.264,290.672,,6.25,41.334,0.0,64.138,,3.31894e-11,,0.000527824,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMSULOSIN,1106009.64775103,2275,CCOC1=C(OCCN[C@H](C)CC2=CC(=C(OC)C=C2)S(N)(=O)=O)C=CC=C1,DRHKJLXJIQTDTD-OAHLLOKOSA-N,"InChI=1S/C20H28N2O5S/c1-4-26-17-7-5-6-8-18(17)27-12-11-22-15(2)13-16-9-10-19(25-3)20(14-16)28(21,23)24/h5-10,14-15,22H,4,11-13H2,1-3H3,(H2,21,23,24)/t15-/m1/s1
",408.51,C20H28N2O5S,561.396,1.2485,313.3955,2.08929613085404e-10,1.553,20.79,0.21,1.91,9.45,2.294,199.369,109.784,342.817,,7.64,43.522,0.0,45.282,,1.63305e-09,,0.0002341965,,,,,,,,,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENALAPRIL,1041660.30534351,74,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,GBXSMTUPTTWBMN-XIRDDKMYSA-N,"InChI=1S/C20H28N2O5/c1-3-27-20(26)16(12-11-15-8-5-4-6-9-15)21-14(2)18(23)22-13-7-10-17(22)19(24)25/h4-6,8-9,14,16-17,21H,3,7,10-13H2,1-2H3,(H,24,25)/t14-,16-,17-/m0/s1
",376.453,C20H28N2O5,500.1015,1.2125,303.147,1.3803842646028898e-11,1.55,11.97,0.06,-0.32,9.43,2.143,140.725,99.531,312.578,7.23,,39.457,0.0,51.277,160.362,2.39883291901949e-10,289.068,0.0036141,,,,,,,3.76453,3.76453,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BISOPROLOL,1040000.0,129,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,VHYCDWMUTMEGQY-UHFFFAOYSA-N,"InChI=1/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3
",325.449,C18H31NO4,395.969,1.0275,217.746,7.58577575029185e-09,1.5,17.91,-2.03,-0.13,9.2,1.87,100.0,92.673,314.99,,9.4,36.738,0.0,36.882,157.521,2.04173794466953e-07,56.6239,0.0081076715039849,,,,,,,325.448,325.448,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOXAZOSIN,901159.477124183,225,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=C(O1)C=CC=C2,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,"InChI=1/C23H25N5O5/c1-30-18-11-14-15(12-19(18)31-2)25-23(26-21(14)24)28-9-7-27(8-10-28)22(29)20-13-32-16-5-3-4-6-17(16)33-20/h3-6,11-12,20H,7-10,13H2,1-2H3,(H2,24,25,26)
",451.483,C23H25N5O5,593.9335,1.374,359.8905,1.3182567385564002e-10,1.658,14.65,2.56,3.28,10.19,2.09,254.2335,121.238,329.261,,6.15,48.062,0.0,64.979,,2.63027e-12,,4.181025e-05,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HALOPERIDOL,819204.718558425,107,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,LNEPOXFFQSENCJ-UHFFFAOYSA-N,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2
",375.87,C21H23ClFNO2,444.149,1.246,265.982,4.897788193684459e-11,1.581,16.69,4.29,4.29,10.43,4.24,151.0,101.012,303.279,,,40.044,0.0,47.906,152.447,5.0118723362727106e-09,56.1048,3.71535229097173e-05,,,,,,,3006.96,3006.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOPERAMIDE,811329.203832177,76,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,"InChI=1S/C29H33ClN2O2/c1-31(2)27(33)29(24-9-5-3-6-10-24,25-11-7-4-8-12-25)19-22-32-20-17-28(34,18-21-32)23-13-15-26(30)16-14-23/h3-16,34H,17-22H2,1-2H3
",477.05,C29H33ClN2O2,529.4635,1.192,331.3005,1.44543977074593e-10,1.601,27.25,2.93,4.64,10.2,4.781,201.6555,137.527,401.691,,7.66,54.52,0.0,49.808,,2.89068e-10,,1.59619081197478e-05,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBANDRONATE,809965.576592083,106,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,MPBVHIBUJCELCL-UHFFFAOYSA-N,"InChI=1S/C9H23NO7P2/c1-3-4-5-7-10(2)8-6-9(11,18(12,13)14)19(15,16)17/h11H,3-8H2,1-2H3,(H2,12,13,14)(H2,15,16,17)
",319.231,C9H23NO7P2,435.3215,1.558,291.1945,3.2359365692962804e-09,1.538,0.0,-2.36,-4.26,9.48,-0.323,229.0,68.854,220.221,3.14,,27.296,1.0,70.826,,8.49121970230873e-10,,0.641956,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYPROHEPTADINE,787574.844995571,87,CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,JJCFRYNCJDLXIK-UHFFFAOYSA-N,"InChI=1S/C21H21N/c1-22-14-12-18(13-15-22)21-19-8-4-2-6-16(19)10-11-17-7-3-5-9-20(17)21/h2-11H,12-15H2,1H3
",287.406,C21H21N,394.0515,1.1005,199.169,2.95120922666638e-06,1.63,22.98,0.94,2.83,10.62,5.056,112.9,91.595,257.54,,9.25,36.311,0.0,45.696,,5.30884e-08,,4.3e-05,,,,,75.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLIFENACIN,785246.78111588,126,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,FBOUYBDGKBSUES-VXKWHMMOSA-N,"InChI=1S/C23H26N2O2/c26-23(27-21-16-24-13-10-18(21)11-14-24)25-15-12-17-6-4-5-9-20(17)22(25)19-7-2-1-3-8-19/h1-9,18,21-22H,10-16H2/t21-,22-/m0/s1
",362.473,C23H26N2O2,440.1,1.218,235.814,5.49540873857625e-07,1.649,23.28,2.95,3.36,11.76,3.7175,153.0,105.823,290.574,,5.72,41.951,0.0,57.467,,2.75422870333816e-09,,4.1411365e-05,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFUZOSIN,775290.178571429,70,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,WNMJYKCGWZFFKR-UHFFFAOYSA-N,"InChI=1/C19H27N5O4/c1-24(8-5-7-21-18(25)14-6-4-9-28-14)19-22-13-11-16(27-3)15(26-2)10-12(13)17(20)23-19/h10-11,14H,4-9H2,1-3H3,(H,21,25)(H2,20,22,23)
",389.456,C19H27N5O4,469.147,1.3035,309.576,2.5703957827688597e-11,1.621,11.54,1.13,1.22,9.63,1.1175,214.016,107.621,306.069,,4.86,42.664,0.0,60.61,177.419,4.5367754497804006e-10,,0.000235945,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
