Pharmaceutical,Influent_concentration,Units,Sampling date,Sampling location,Sampling type,Reference
Hydrocodone,9,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,285,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,366,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,307,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,310,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,111.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,100.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,72.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,64.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,9.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,306,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,326.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,107.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,109.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,47.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,42.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,7.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,6.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,277.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,292.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,143.4,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,109.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,117,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,96,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,13.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,11.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,384.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,347.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,87.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,94.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,57.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,57.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,292.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,320.4,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,109.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,90,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,69.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,64.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,9.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,274.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,345.9,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,100.4,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,92.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,62.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,68.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,11.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,346.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,282.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,91.9,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,93.9,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,39.9,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,49.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,7.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,254.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,238.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,113.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,41.4,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,62.4,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,36.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,10.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,362.4,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,204.4,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,90.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,88.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,56,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,66,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,7.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,11.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,431.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,306.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,116.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,114.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,75.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,67,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,9,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,321.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,316.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,121.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,127.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,40.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,49.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,6.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,313.6,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,335.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,106.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,101.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,73.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,58.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,7.9,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,7.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,356.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,303.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,110.1,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,109.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,76.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,69.3,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,9.2,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,7.8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,253.7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Amphetamine,249.5,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Ofloxacin,22.85,ng/L,6/3/2020,Pennsylvania,24h composite,6
Ofloxacin,15.11,ng/L,6/11/2020,Pennsylvania,24h composite,6
Ofloxacin,15.89,ng/L,6/17/2020,Pennsylvania,24h composite,6
Ofloxacin,10.35,ng/L,6/24/2020,Pennsylvania,24h composite,6
Ofloxacin,3.58,ng/L,7/8/2020,Pennsylvania,24h composite,6
Ofloxacin,12.79,ng/L,7/15/2020,Pennsylvania,24h composite,6
Ofloxacin,20.81,ng/L,7/23/2020,Pennsylvania,24h composite,6
Ofloxacin,3.54,ng/L,8/5/2020,Pennsylvania,24h composite,6
Ofloxacin,3.51,ng/L,8/13/2020,Pennsylvania,24h composite,6
Ofloxacin,2.26,ng/L,8/19/2020,Pennsylvania,24h composite,6
Ofloxacin,2.84,ng/L,8/26/2020,Pennsylvania,24h composite,6
Ofloxacin,2.87,ng/L,9/2/2020,Pennsylvania,24h composite,6
Ofloxacin,2.35,ng/L,9/16/2020,Pennsylvania,24h composite,6
Ofloxacin,10.39,ng/L,9/23/2020,Pennsylvania,24h composite,6
Ofloxacin,17.57,ng/L,10/1/2020,Pennsylvania,24h composite,6
Ofloxacin,3.27,ng/L,10/8/2020,Pennsylvania,24h composite,6
Ofloxacin,2.36,ng/L,10/15/2020,Pennsylvania,24h composite,6
Ofloxacin,5.42,ng/L,10/22/2020,Pennsylvania,24h composite,6
Ofloxacin,2.75,ng/L,10/29/2020,Pennsylvania,24h composite,6
Ofloxacin,3.49,ng/L,11/4/2020,Pennsylvania,24h composite,6
Ofloxacin,0.11,ng/L,11/11/2020,Pennsylvania,24h composite,6
Ofloxacin,0.98,ng/L,12/1/2020,Pennsylvania,24h composite,6
Ofloxacin,4.63,ng/L,1/13/2021,Pennsylvania,24h composite,6
Ofloxacin,23.3,ng/L,1/19/2021,Pennsylvania,24h composite,6
Ofloxacin,18.73,ng/L,1/26/2021,Pennsylvania,24h composite,6
Ofloxacin,2.65,ng/L,2/16/2021,Pennsylvania,24h composite,6
Ofloxacin,62.59,ng/L,2/23/2021,Pennsylvania,24h composite,6
Ofloxacin,19.47,ng/L,3/2/2021,Pennsylvania,24h composite,6
Ofloxacin,33.81,ng/L,3/16/2021,Pennsylvania,24h composite,6
Ofloxacin,22.04,ng/L,3/23/2021,Pennsylvania,24h composite,6
Ofloxacin,5.03,ng/L,3/30/2021,Pennsylvania,24h composite,6
Ofloxacin,18.44,ng/L,4/6/2021,Pennsylvania,24h composite,6
Ofloxacin,3.92,ng/L,4/20/2021,Pennsylvania,24h composite,6
Ofloxacin,6.04,ng/L,4/27/2021,Pennsylvania,24h composite,6
Ofloxacin,3.74,ng/L,5/4/2021,Pennsylvania,24h composite,6
Ofloxacin,1.09,ng/L,5/11/2021,Pennsylvania,24h composite,6
Ofloxacin,1500,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ofloxacin,19250,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ofloxacin,1500,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ofloxacin,843200,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ofloxacin,2150,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ofloxacin,59,ng/L,Summer 2013,PA,grab sample (inferred),27
Ofloxacin,400,ng/L,Spring 2014,PA,grab sample (inferred),27
Ofloxacin,620,ng/L,Fall 2014,PA,grab sample (inferred),27
Ofloxacin,177,ng/L,Summer 2015,PA,grab sample (inferred),27
Ofloxacin,169,ng/L,Fall 2015,PA,grab sample (inferred),27
Ofloxacin,266,ng/L,Winter 2016,PA,grab sample (inferred),27
Ofloxacin,563,ng/L,Spring 2016,PA,grab sample (inferred),27
Morphine,1 373.5,ng/L,5/27/2016,NYC,grab sample,36
Morphine,1 280.8,ng/L,5/31/2016,NYC,grab sample,36
Morphine,1 096.0,ng/L,7/1/2016,NYC,grab sample,36
Morphine,237.9,ng/L,7/5/2016,NYC,grab sample,36
Morphine,918.6,ng/L,9/2/2016,NYC,grab sample,36
Morphine,911,ng/L,9/6/2016,NYC,grab sample,36
Morphine,421.4,ng/L,12/30/2016,NYC,grab sample,36
Morphine,562.1,ng/L,1/3/2017,NYC,grab sample,36
Morphine,205,ng/L,5/27/2016,NYC,grab sample,36
Morphine,203.9,ng/L,5/31/2016,NYC,grab sample,36
Morphine,281.3,ng/L,7/1/2016,NYC,grab sample,36
Morphine,222.7,ng/L,7/5/2016,NYC,grab sample,36
Morphine,336,ng/L,9/2/2016,NYC,grab sample,36
Morphine,431,ng/L,9/6/2016,NYC,grab sample,36
Morphine,322.6,ng/L,12/30/2016,NYC,grab sample,36
Morphine,159.5,ng/L,1/3/2017,NYC,grab sample,36
Morphine,308.1,ng/L,5/27/2016,NYC,grab sample,36
Morphine,177.4,ng/L,5/31/2016,NYC,grab sample,36
Morphine,300,ng/L,7/1/2016,NYC,grab sample,36
Morphine,148.3,ng/L,7/5/2016,NYC,grab sample,36
Morphine,145.8,ng/L,9/2/2016,NYC,grab sample,36
Morphine,190.5,ng/L,9/6/2016,NYC,grab sample,36
Morphine,149.8,ng/L,12/30/2016,NYC,grab sample,36
Morphine,457.2,ng/L,1/3/2017,NYC,grab sample,36
Morphine,430.7,ng/L,5/27/2016,NYC,grab sample,36
Morphine,303.8,ng/L,5/31/2016,NYC,grab sample,36
Morphine,499,ng/L,7/1/2016,NYC,grab sample,36
Morphine,278.9,ng/L,7/5/2016,NYC,grab sample,36
Morphine,425.3,ng/L,9/2/2016,NYC,grab sample,36
Morphine,515.7,ng/L,9/6/2016,NYC,grab sample,36
Morphine,408.1,ng/L,12/30/2016,NYC,grab sample,36
Morphine,225.7,ng/L,1/3/2017,NYC,grab sample,36
Morphine,608,ng/L,5/27/2016,NYC,grab sample,36
Morphine,568.3,ng/L,5/31/2016,NYC,grab sample,36
Morphine,821.4,ng/L,7/1/2016,NYC,grab sample,36
Morphine,501.8,ng/L,7/5/2016,NYC,grab sample,36
Morphine,631.1,ng/L,9/2/2016,NYC,grab sample,36
Morphine,706.1,ng/L,9/6/2016,NYC,grab sample,36
Morphine,578.5,ng/L,12/30/2016,NYC,grab sample,36
Morphine,531.5,ng/L,1/3/2017,NYC,grab sample,36
Morphine,287.5,ng/L,5/27/2016,NYC,grab sample,36
Morphine,297.2,ng/L,5/31/2016,NYC,grab sample,36
Morphine,247.7,ng/L,7/1/2016,NYC,grab sample,36
Morphine,197.6,ng/L,7/5/2016,NYC,grab sample,36
Morphine,227.2,ng/L,9/2/2016,NYC,grab sample,36
Morphine,269.7,ng/L,9/6/2016,NYC,grab sample,36
Morphine,250,ng/L,12/30/2016,NYC,grab sample,36
Morphine,228.6,ng/L,1/3/2017,NYC,grab sample,36
Hydromorphone,44.7,ng/L,5/27/2016,NYC,grab sample,36
Hydromorphone,53.4,ng/L,5/31/2016,NYC,grab sample,36
Hydromorphone,45.7,ng/L,7/1/2016,NYC,grab sample,36
Hydromorphone,29,ng/L,7/5/2016,NYC,grab sample,36
Hydromorphone,47.7,ng/L,9/2/2016,NYC,grab sample,36
Hydromorphone,68.6,ng/L,9/6/2016,NYC,grab sample,36
Hydromorphone,37.6,ng/L,12/30/2016,NYC,grab sample,36
Hydromorphone,56.2,ng/L,1/3/2017,NYC,grab sample,36
Hydromorphone,8.4,ng/L,5/27/2016,NYC,grab sample,36
Hydromorphone,6.8,ng/L,5/31/2016,NYC,grab sample,36
Hydromorphone,11.9,ng/L,7/1/2016,NYC,grab sample,36
Hydromorphone,6.2,ng/L,7/5/2016,NYC,grab sample,36
Hydromorphone,60.8,ng/L,9/2/2016,NYC,grab sample,36
Hydromorphone,8.8,ng/L,9/6/2016,NYC,grab sample,36
Hydromorphone,12.9,ng/L,12/30/2016,NYC,grab sample,36
Hydromorphone,10.4,ng/L,1/3/2017,NYC,grab sample,36
Hydromorphone,8.2,ng/L,5/27/2016,NYC,grab sample,36
Hydromorphone,6.6,ng/L,5/31/2016,NYC,grab sample,36
Hydromorphone,9.2,ng/L,7/1/2016,NYC,grab sample,36
Hydromorphone,4,ng/L,7/5/2016,NYC,grab sample,36
Hydromorphone,5.1,ng/L,9/2/2016,NYC,grab sample,36
Hydromorphone,6.4,ng/L,9/6/2016,NYC,grab sample,36
Hydromorphone,4.6,ng/L,12/30/2016,NYC,grab sample,36
Hydromorphone,10.3,ng/L,1/3/2017,NYC,grab sample,36
Hydromorphone,10.1,ng/L,5/27/2016,NYC,grab sample,36
Hydromorphone,10.6,ng/L,5/31/2016,NYC,grab sample,36
Hydromorphone,16.8,ng/L,7/1/2016,NYC,grab sample,36
Hydromorphone,8.2,ng/L,7/5/2016,NYC,grab sample,36
Hydromorphone,14.2,ng/L,9/2/2016,NYC,grab sample,36
Hydromorphone,9.1,ng/L,9/6/2016,NYC,grab sample,36
Hydromorphone,14.3,ng/L,12/30/2016,NYC,grab sample,36
Hydromorphone,7.5,ng/L,1/3/2017,NYC,grab sample,36
Hydromorphone,13.2,ng/L,5/27/2016,NYC,grab sample,36
Hydromorphone,11.3,ng/L,5/31/2016,NYC,grab sample,36
Hydromorphone,14.7,ng/L,7/1/2016,NYC,grab sample,36
Hydromorphone,12.1,ng/L,7/5/2016,NYC,grab sample,36
Hydromorphone,9.3,ng/L,9/2/2016,NYC,grab sample,36
Hydromorphone,18.6,ng/L,9/6/2016,NYC,grab sample,36
Hydromorphone,10.8,ng/L,12/30/2016,NYC,grab sample,36
Hydromorphone,8.6,ng/L,1/3/2017,NYC,grab sample,36
Hydromorphone,209.8,ng/L,5/27/2016,NYC,grab sample,36
Hydromorphone,7.1,ng/L,5/31/2016,NYC,grab sample,36
Hydromorphone,14.8,ng/L,7/1/2016,NYC,grab sample,36
Hydromorphone,8.5,ng/L,7/5/2016,NYC,grab sample,36
Hydromorphone,14.4,ng/L,9/2/2016,NYC,grab sample,36
Hydromorphone,14.1,ng/L,9/6/2016,NYC,grab sample,36
Hydromorphone,12.1,ng/L,12/30/2016,NYC,grab sample,36
Hydromorphone,9.5,ng/L,1/3/2017,NYC,grab sample,36
Codeine,208.3,ng/L,5/27/2016,NYC,grab sample,36
Codeine,174.7,ng/L,5/31/2016,NYC,grab sample,36
Codeine,171.7,ng/L,7/1/2016,NYC,grab sample,36
Codeine,44.6,ng/L,7/5/2016,NYC,grab sample,36
Codeine,133.5,ng/L,9/2/2016,NYC,grab sample,36
Codeine,145.4,ng/L,9/6/2016,NYC,grab sample,36
Codeine,65.2,ng/L,12/30/2016,NYC,grab sample,36
Codeine,151.7,ng/L,1/3/2017,NYC,grab sample,36
Codeine,99.6,ng/L,5/27/2016,NYC,grab sample,36
Codeine,60.1,ng/L,5/31/2016,NYC,grab sample,36
Codeine,90.7,ng/L,7/1/2016,NYC,grab sample,36
Codeine,64.4,ng/L,7/5/2016,NYC,grab sample,36
Codeine,79.7,ng/L,9/2/2016,NYC,grab sample,36
Codeine,102.6,ng/L,9/6/2016,NYC,grab sample,36
Codeine,76.1,ng/L,12/30/2016,NYC,grab sample,36
Codeine,65.9,ng/L,1/3/2017,NYC,grab sample,36
Codeine,81.3,ng/L,5/27/2016,NYC,grab sample,36
Codeine,21.9,ng/L,5/31/2016,NYC,grab sample,36
Codeine,94.1,ng/L,7/1/2016,NYC,grab sample,36
Codeine,20.8,ng/L,7/5/2016,NYC,grab sample,36
Codeine,27.8,ng/L,9/2/2016,NYC,grab sample,36
Codeine,47.8,ng/L,9/6/2016,NYC,grab sample,36
Codeine,29.3,ng/L,12/30/2016,NYC,grab sample,36
Codeine,87.5,ng/L,1/3/2017,NYC,grab sample,36
Codeine,83.2,ng/L,5/27/2016,NYC,grab sample,36
Codeine,90,ng/L,5/31/2016,NYC,grab sample,36
Codeine,87.7,ng/L,7/1/2016,NYC,grab sample,36
Codeine,64.3,ng/L,7/5/2016,NYC,grab sample,36
Codeine,102.8,ng/L,9/2/2016,NYC,grab sample,36
Codeine,219.6,ng/L,9/6/2016,NYC,grab sample,36
Codeine,74.3,ng/L,12/30/2016,NYC,grab sample,36
Codeine,34.1,ng/L,1/3/2017,NYC,grab sample,36
Codeine,153.1,ng/L,5/27/2016,NYC,grab sample,36
Codeine,120.4,ng/L,5/31/2016,NYC,grab sample,36
Codeine,119.3,ng/L,7/1/2016,NYC,grab sample,36
Codeine,80.3,ng/L,7/5/2016,NYC,grab sample,36
Codeine,109.6,ng/L,9/2/2016,NYC,grab sample,36
Codeine,126.4,ng/L,9/6/2016,NYC,grab sample,36
Codeine,69.5,ng/L,12/30/2016,NYC,grab sample,36
Codeine,88.6,ng/L,1/3/2017,NYC,grab sample,36
Codeine,53.2,ng/L,5/27/2016,NYC,grab sample,36
Codeine,43.4,ng/L,5/31/2016,NYC,grab sample,36
Codeine,93.6,ng/L,7/1/2016,NYC,grab sample,36
Codeine,58.3,ng/L,7/5/2016,NYC,grab sample,36
Codeine,53,ng/L,9/2/2016,NYC,grab sample,36
Codeine,71.6,ng/L,9/6/2016,NYC,grab sample,36
Codeine,78.3,ng/L,12/30/2016,NYC,grab sample,36
Codeine,67.6,ng/L,1/3/2017,NYC,grab sample,36
Amphetamine,62,ng/L,5/27/2016,NYC,grab sample,36
Amphetamine,77.3,ng/L,5/31/2016,NYC,grab sample,36
Amphetamine,43,ng/L,7/1/2016,NYC,grab sample,36
Amphetamine,15.5,ng/L,7/5/2016,NYC,grab sample,36
Amphetamine,21,ng/L,9/2/2016,NYC,grab sample,36
Amphetamine,31.7,ng/L,9/6/2016,NYC,grab sample,36
Amphetamine,15,ng/L,12/30/2016,NYC,grab sample,36
Amphetamine,19.6,ng/L,1/3/2017,NYC,grab sample,36
Amphetamine,155.9,ng/L,5/27/2016,NYC,grab sample,36
Amphetamine,138.2,ng/L,5/31/2016,NYC,grab sample,36
Amphetamine,167.2,ng/L,7/1/2016,NYC,grab sample,36
Amphetamine,103.2,ng/L,7/5/2016,NYC,grab sample,36
Amphetamine,203.7,ng/L,9/2/2016,NYC,grab sample,36
Amphetamine,149.7,ng/L,9/6/2016,NYC,grab sample,36
Amphetamine,167,ng/L,12/30/2016,NYC,grab sample,36
Amphetamine,146.2,ng/L,1/3/2017,NYC,grab sample,36
Amphetamine,87.9,ng/L,5/27/2016,NYC,grab sample,36
Amphetamine,37,ng/L,5/31/2016,NYC,grab sample,36
Amphetamine,81.4,ng/L,7/1/2016,NYC,grab sample,36
Amphetamine,19.9,ng/L,7/5/2016,NYC,grab sample,36
Amphetamine,26.5,ng/L,9/2/2016,NYC,grab sample,36
Amphetamine,55.4,ng/L,9/6/2016,NYC,grab sample,36
Amphetamine,27.9,ng/L,12/30/2016,NYC,grab sample,36
Amphetamine,43.7,ng/L,1/3/2017,NYC,grab sample,36
Amphetamine,41.3,ng/L,5/27/2016,NYC,grab sample,36
Amphetamine,62,ng/L,5/31/2016,NYC,grab sample,36
Amphetamine,71.6,ng/L,7/1/2016,NYC,grab sample,36
Amphetamine,29.4,ng/L,7/5/2016,NYC,grab sample,36
Amphetamine,44,ng/L,9/2/2016,NYC,grab sample,36
Amphetamine,67.5,ng/L,9/6/2016,NYC,grab sample,36
Amphetamine,23.6,ng/L,12/30/2016,NYC,grab sample,36
Amphetamine,36.9,ng/L,1/3/2017,NYC,grab sample,36
Amphetamine,171.4,ng/L,5/27/2016,NYC,grab sample,36
Amphetamine,113.5,ng/L,5/31/2016,NYC,grab sample,36
Amphetamine,170.3,ng/L,7/1/2016,NYC,grab sample,36
Amphetamine,131.9,ng/L,7/5/2016,NYC,grab sample,36
Amphetamine,136.7,ng/L,9/2/2016,NYC,grab sample,36
Amphetamine,137.9,ng/L,9/6/2016,NYC,grab sample,36
Amphetamine,104.3,ng/L,12/30/2016,NYC,grab sample,36
Amphetamine,90.2,ng/L,1/3/2017,NYC,grab sample,36
Amphetamine,237.5,ng/L,5/27/2016,NYC,grab sample,36
Amphetamine,156.4,ng/L,5/31/2016,NYC,grab sample,36
Amphetamine,285.9,ng/L,7/1/2016,NYC,grab sample,36
Amphetamine,173.4,ng/L,7/5/2016,NYC,grab sample,36
Amphetamine,213.1,ng/L,9/2/2016,NYC,grab sample,36
Amphetamine,136.4,ng/L,9/6/2016,NYC,grab sample,36
Amphetamine,167.2,ng/L,12/30/2016,NYC,grab sample,36
Amphetamine,160.5,ng/L,1/3/2017,NYC,grab sample,36
Oxycodone,75.8,ng/L,5/27/2016,NYC,grab sample,36
Oxycodone,60.7,ng/L,5/31/2016,NYC,grab sample,36
Oxycodone,80.5,ng/L,7/1/2016,NYC,grab sample,36
Oxycodone,21.3,ng/L,7/5/2016,NYC,grab sample,36
Oxycodone,33.4,ng/L,9/2/2016,NYC,grab sample,36
Oxycodone,48.1,ng/L,9/6/2016,NYC,grab sample,36
Oxycodone,30.8,ng/L,12/30/2016,NYC,grab sample,36
Oxycodone,33.8,ng/L,1/3/2017,NYC,grab sample,36
Oxycodone,24.7,ng/L,5/27/2016,NYC,grab sample,36
Oxycodone,28.3,ng/L,5/31/2016,NYC,grab sample,36
Oxycodone,30.2,ng/L,7/1/2016,NYC,grab sample,36
Oxycodone,23,ng/L,7/5/2016,NYC,grab sample,36
Oxycodone,32.3,ng/L,9/2/2016,NYC,grab sample,36
Oxycodone,26.6,ng/L,9/6/2016,NYC,grab sample,36
Oxycodone,28.2,ng/L,12/30/2016,NYC,grab sample,36
Oxycodone,15.1,ng/L,1/3/2017,NYC,grab sample,36
Oxycodone,75.8,ng/L,5/27/2016,NYC,grab sample,36
Oxycodone,30.6,ng/L,5/31/2016,NYC,grab sample,36
Oxycodone,55.2,ng/L,7/1/2016,NYC,grab sample,36
Oxycodone,13,ng/L,7/5/2016,NYC,grab sample,36
Oxycodone,21.4,ng/L,9/2/2016,NYC,grab sample,36
Oxycodone,44.8,ng/L,9/6/2016,NYC,grab sample,36
Oxycodone,28.3,ng/L,12/30/2016,NYC,grab sample,36
Oxycodone,39.6,ng/L,1/3/2017,NYC,grab sample,36
Oxycodone,33.9,ng/L,5/27/2016,NYC,grab sample,36
Oxycodone,35.7,ng/L,5/31/2016,NYC,grab sample,36
Oxycodone,37.9,ng/L,7/1/2016,NYC,grab sample,36
Oxycodone,22.1,ng/L,7/5/2016,NYC,grab sample,36
Oxycodone,33,ng/L,9/2/2016,NYC,grab sample,36
Oxycodone,34.8,ng/L,9/6/2016,NYC,grab sample,36
Oxycodone,36.1,ng/L,12/30/2016,NYC,grab sample,36
